run_accession	sample_accession	experiment_accession	study_accession	tax_id	scientific_name	library_name	fastq_ftp	submitted_ftp	sra_ftp	sample_alias	bam_ftp
ERR598973	SAMEA2620929	ERX556107	PRJEB1787	408172	marine metagenome	APY_AAGIOSF_r1	ftp.sra.ebi.ac.uk/vol1/fastq/ERR598/ERR598973/ERR598973_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR598/ERR598973/ERR598973_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR598/ERR598973/APY_AAGIOSF_2_1_70M2RAAXX_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR598/ERR598973/APY_AAGIOSF_2_2_70M2RAAXX_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR598/ERR598973	TARA_B000000475	
ERR598983	SAMEA2623627	ERX556101	PRJEB1787	408172	marine metagenome	APY_AGCIOSF_r1	ftp.sra.ebi.ac.uk/vol1/fastq/ERR598/ERR598983/ERR598983_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR598/ERR598983/ERR598983_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR598/ERR598983/APY_AGCIOSF_5_1_C1CL0ACXX.IND5_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR598/ERR598983/APY_AGCIOSF_5_2_C1CL0ACXX.IND5_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR598/ERR598983	TARA_B100001142	
ERR598976	SAMEA2623850	ERX555957	PRJEB1787	408172	marine metagenome	APY_AGPIOSF_r1	ftp.sra.ebi.ac.uk/vol1/fastq/ERR598/ERR598976/ERR598976_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR598/ERR598976/ERR598976_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR598/ERR598976/APY_AGPIOSF_7_1_C18DBACXX.IND4_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR598/ERR598976/APY_AGPIOSF_7_2_C18DBACXX.IND4_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR598/ERR598976	TARA_B100001564	
ERR598984	SAMEA2621132	ERX556009	PRJEB1787	408172	marine metagenome	APY_ACHIOSF_r1	ftp.sra.ebi.ac.uk/vol1/fastq/ERR598/ERR598984/ERR598984_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR598/ERR598984/ERR598984_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR598/ERR598984/APY_ACHIOSF_7_1_D1BR1ACXX.IND5_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR598/ERR598984/APY_ACHIOSF_7_2_D1BR1ACXX.IND5_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR598/ERR598984	TARA_B100000424	
ERR598977	SAMEA2620217	ERX556125	PRJEB1787	408172	marine metagenome	APY_ACAIOSF_r1	ftp.sra.ebi.ac.uk/vol1/fastq/ERR598/ERR598977/ERR598977_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR598/ERR598977/ERR598977_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR598/ERR598977/APY_ACAIOSF_2_1_D074HACXX.IND3_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR598/ERR598977/APY_ACAIOSF_2_2_D074HACXX.IND3_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR598/ERR598977	TARA_B100000287	
ERR598985	SAMEA2623513	ERX555953	PRJEB1787	408172	marine metagenome	APY_AGBIOSF_r1	ftp.sra.ebi.ac.uk/vol1/fastq/ERR598/ERR598985/ERR598985_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR598/ERR598985/ERR598985_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR598/ERR598985/APY_AGBIOSF_4_1_C1CL0ACXX.IND4_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR598/ERR598985/APY_AGBIOSF_4_2_C1CL0ACXX.IND4_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR598/ERR598985	TARA_B100002049	
ERR598978	SAMEA2622173	ERX555954	PRJEB1787	408172	marine metagenome	APY_ADCIOSF_r1	ftp.sra.ebi.ac.uk/vol1/fastq/ERR598/ERR598978/ERR598978_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR598/ERR598978/ERR598978_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR598/ERR598978/APY_ADCIOSF_8_1_D1C0BACXX.IND12_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR598/ERR598978/APY_ADCIOSF_8_2_D1C0BACXX.IND12_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR598/ERR598978	TARA_B100000900	
ERR598987	SAMEA2623295	ERX556104	PRJEB1787	408172	marine metagenome	APY_AENIOSF_r1	ftp.sra.ebi.ac.uk/vol1/fastq/ERR598/ERR598987/ERR598987_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR598/ERR598987/ERR598987_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR598/ERR598987/APY_AENIOSF_1_1_D17A8ACXX.IND2_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR598/ERR598987/APY_AENIOSF_1_2_D17A8ACXX.IND2_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR598/ERR598987	TARA_B100001964	
ERR598982	SAMEA2620950	ERX556046	PRJEB1787	408172	marine metagenome	APY_AAHIOSF_r1	ftp.sra.ebi.ac.uk/vol1/fastq/ERR598/ERR598982/ERR598982_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR598/ERR598982/ERR598982_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR598/ERR598982/APY_AAHIOSF_4_1_70M2RAAXX_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR598/ERR598982/APY_AAHIOSF_4_2_70M2RAAXX_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR598/ERR598982	TARA_B000000477	
ERR598994	SAMEA2620970	ERX556109	PRJEB1787	408172	marine metagenome	APY_AAIIOSF_r1	ftp.sra.ebi.ac.uk/vol1/fastq/ERR598/ERR598994/ERR598994_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR598/ERR598994/ERR598994_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR598/ERR598994/APY_AAIIOSF_8_1_63A2BAAXX_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR598/ERR598994/APY_AAIIOSF_8_2_63A2BAAXX_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR598/ERR598994	TARA_B100000497	
ERR598986	SAMEA2623868	ERX556040	PRJEB1787	408172	marine metagenome	APY_AGQIOSF_r1	ftp.sra.ebi.ac.uk/vol1/fastq/ERR598/ERR598986/ERR598986_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR598/ERR598986/ERR598986_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR598/ERR598986/APY_AGQIOSF_8_1_C18DBACXX.IND3_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR598/ERR598986/APY_AGQIOSF_8_2_C18DBACXX.IND3_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR598/ERR598986	TARA_B100001559	
ERR599000	SAMEA2621232	ERX556123	PRJEB1787	408172	marine metagenome	APY_AASIOSF_r1	ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599000/ERR599000_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599000/ERR599000_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599000/APY_AASIOSF_4_1_C120YACXX.IND10_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599000/APY_AASIOSF_4_2_C120YACXX.IND10_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR599/ERR599000	TARA_B100000749	
ERR598988	SAMEA2622796	ERX556077	PRJEB1787	408172	marine metagenome	APY_AEQIOSF_r1	ftp.sra.ebi.ac.uk/vol1/fastq/ERR598/ERR598988/ERR598988_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR598/ERR598988/ERR598988_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR598/ERR598988/APY_AEQIOSF_3_1_D17A8ACXX.IND4_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR598/ERR598988/APY_AEQIOSF_3_2_D17A8ACXX.IND4_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR598/ERR598988	TARA_B100000676	
ERR599001	SAMEA2623919	ERX555951	PRJEB1787	408172	marine metagenome	APY_AGSIOSF_r1	ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599001/ERR599001_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599001/ERR599001_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599001/APY_AGSIOSF_2_1_D1NKNACXX.IND1_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599001/APY_AGSIOSF_2_2_D1NKNACXX.IND1_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR599/ERR599001	TARA_B100002029	
ERR599002	SAMEA2620570	ERX556063	PRJEB1787	408172	marine metagenome	APY_ACGIOSF_r1	ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599002/ERR599002_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599002/ERR599002_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599002/APY_ACGIOSF_4_1_D1C0BACXX.IND4_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599002/APY_ACGIOSF_4_2_D1C0BACXX.IND4_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR599/ERR599002	TARA_B100000214	
ERR598992	SAMEA2622652	ERX555947	PRJEB1787	408172	marine metagenome	APY_AECIOSF_r1	ftp.sra.ebi.ac.uk/vol1/fastq/ERR598/ERR598992/ERR598992_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR598/ERR598992/ERR598992_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR598/ERR598992/APY_AECIOSF_4_1_D179JACXX.IND2_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR598/ERR598992/APY_AECIOSF_4_2_D179JACXX.IND2_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR598/ERR598992	TARA_B100001115	
ERR599005	SAMEA2621176	ERX556112	PRJEB1787	408172	marine metagenome	APY_ACKIOSF_r1	ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599005/ERR599005_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599005/ERR599005_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599005/APY_ACKIOSF_6_1_D1E00ACXX.IND7_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599005/APY_ACKIOSF_6_2_D1E00ACXX.IND7_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR599/ERR599005	TARA_B100000508	
ERR598993	SAMEA2619667	ERX555914	PRJEB1787	408172	marine metagenome	APY_ABDIOSF_r1	ftp.sra.ebi.ac.uk/vol1/fastq/ERR598/ERR598993/ERR598993_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR598/ERR598993/ERR598993_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR598/ERR598993/APY_ABDIOSF_4_1_C120RACXX.IND5_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR598/ERR598993/APY_ABDIOSF_4_2_C120RACXX.IND5_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR598/ERR598993	TARA_A100000164	
ERR598995	SAMEA2623079	ERX556017	PRJEB1787	408172	marine metagenome	APY_AFKIOSF_r1	ftp.sra.ebi.ac.uk/vol1/fastq/ERR598/ERR598995/ERR598995_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR598/ERR598995/ERR598995_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR598/ERR598995/APY_AFKIOSF_6_1_C16L4ACXX.IND10_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR598/ERR598995/APY_AFKIOSF_6_2_C16L4ACXX.IND10_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR598/ERR598995	TARA_B100001250	
ERR599009	SAMEA2621401	ERX555925	PRJEB1787	408172	marine metagenome	APY_ACLIOSF_r1	ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599009/ERR599009_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599009/ERR599009_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599009/APY_ACLIOSF_7_1_D1E00ACXX.IND12_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599009/APY_ACLIOSF_7_2_D1E00ACXX.IND12_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR599/ERR599009	TARA_B100000768	
ERR598998	SAMEA2622733	ERX556093	PRJEB1787	408172	marine metagenome	APY_AEGIOSF_r1	ftp.sra.ebi.ac.uk/vol1/fastq/ERR598/ERR598998/ERR598998_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR598/ERR598998/ERR598998_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR598/ERR598998/APY_AEGIOSF_6_1_D17A8ACXX.IND7_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR598/ERR598998/APY_AEGIOSF_6_2_D17A8ACXX.IND7_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR598/ERR598998	TARA_B100000686	
ERR599013	SAMEA2620259	ERX556136	PRJEB1787	408172	marine metagenome	APY_ACCIOSF_r1	ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599013/ERR599013_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599013/ERR599013_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599013/APY_ACCIOSF_2_1_D074HACXX.IND9_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599013/APY_ACCIOSF_2_2_D074HACXX.IND9_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR599/ERR599013	TARA_B100000131	
ERR599016	SAMEA2620570	ERX555923	PRJEB1787	408172	marine metagenome	APY_ACGIOSF_r1	ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599016/ERR599016_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599016/ERR599016_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599016/APY_ACGIOSF_3_1_D074HACXX.IND4_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599016/APY_ACGIOSF_3_2_D074HACXX.IND4_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR599/ERR599016	TARA_B100000214	
ERR599003	SAMEA2619376	ERX556024	PRJEB1787	408172	marine metagenome	APY_ABBIOSF_r1	ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599003/ERR599003_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599003/ERR599003_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599003/APY_ABBIOSF_5_1_D0745ACXX.IND2_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599003/APY_ABBIOSF_5_2_D0745ACXX.IND2_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR599/ERR599003	TARA_X000000263	
ERR599019	SAMEA2620404	ERX556122	PRJEB1787	408172	marine metagenome	APY_ACEIOSF_r1	ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599019/ERR599019_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599019/ERR599019_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599019/APY_ACEIOSF_4_1_D074HACXX.IND11_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599019/APY_ACEIOSF_4_2_D074HACXX.IND11_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR599/ERR599019	TARA_B100000242	
ERR599011	SAMEA2620194	ERX555983	PRJEB1787	408172	marine metagenome	APY_ABXIOSF_r1	ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599011/ERR599011_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599011/ERR599011_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599011/APY_ABXIOSF_4_1_D074HACXX.IND1_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599011/APY_ABXIOSF_4_2_D074HACXX.IND1_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR599/ERR599011	TARA_B100000282	
ERR599021	SAMEA2620815	ERX555989	PRJEB1787	408172	marine metagenome	APY_AACIOSF_r2	ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599021/ERR599021_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599021/ERR599021_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599021/APY_AACIOSF_2_1_D0EFNACXX.IND6_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599021/APY_AACIOSF_2_2_D0EFNACXX.IND6_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR599/ERR599021	TARA_B100000408	
ERR599012	SAMEA2620756	ERX556129	PRJEB1787	408172	marine metagenome	APY_AEXIOSF_r1	ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599012/ERR599012_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599012/ERR599012_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599012/APY_AEXIOSF_6_1_D1BN1ACXX.IND4_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599012/APY_AEXIOSF_6_2_D1BN1ACXX.IND4_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR599/ERR599012	TARA_B000000532	
ERR599022	SAMEA2621254	ERX555968	PRJEB1787	408172	marine metagenome	APY_AATIOSF_r1	ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599022/ERR599022_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599022/ERR599022_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599022/APY_AATIOSF_5_1_D0745ACXX.IND5_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599022/APY_AATIOSF_5_2_D0745ACXX.IND5_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR599/ERR599022	TARA_B100000524	
ERR599014	SAMEA2622402	ERX555941	PRJEB1787	408172	marine metagenome	APY_ADQIOSF_r1	ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599014/ERR599014_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599014/ERR599014_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599014/APY_ADQIOSF_1_1_D179JACXX.IND4_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599014/APY_ADQIOSF_1_2_D179JACXX.IND4_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR599/ERR599014	TARA_B100001113	
ERR599017	SAMEA2621037	ERX555939	PRJEB1787	408172	marine metagenome	APY_AALIOSF_r1	ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599017/ERR599017_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599017/ERR599017_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599017/APY_AALIOSF_1_1_C179JACXX.IND2_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599017/APY_AALIOSF_1_2_C179JACXX.IND2_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR599/ERR599017	TARA_B100000482	
ERR599025	SAMEA2620828	ERX556087	PRJEB1787	408172	marine metagenome	APY_AABIOSF_r1	ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599025/ERR599025_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599025/ERR599025_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599025/APY_AABIOSF_3_1_63A2BAAXX_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599025/APY_AABIOSF_3_2_63A2BAAXX_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR599/ERR599025	TARA_B100000405	
ERR599028	SAMEA2619952	ERX556019	PRJEB1787	408172	marine metagenome	APY_ABQIOSF_r2	ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599028/ERR599028_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599028/ERR599028_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599028/APY_ABQIOSF_4_1_D1BR1ACXX.IND8_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599028/APY_ABQIOSF_4_2_D1BR1ACXX.IND8_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR599/ERR599028	TARA_B100000035	
ERR599018	SAMEA2620890	ERX555996	PRJEB1787	408172	marine metagenome	APY_AAEIOSF_r1	ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599018/ERR599018_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599018/ERR599018_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599018/APY_AAEIOSF_7_1_D0745ACXX.IND1_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599018/APY_AAEIOSF_7_2_D0745ACXX.IND1_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR599/ERR599018	TARA_B000000441	
ERR599023	SAMEA2620828	ERX556119	PRJEB1787	408172	marine metagenome	APY_AABIOSF_r1	ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599023/ERR599023_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599023/ERR599023_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599023/APY_AABIOSF_1_1_C177WACXX.IND4_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599023/APY_AABIOSF_1_2_C177WACXX.IND4_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR599/ERR599023	TARA_B100000405	
ERR599032	SAMEA2622923	ERX556134	PRJEB1787	408172	marine metagenome	APY_AFHIOSF_r1	ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599032/ERR599032_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599032/ERR599032_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599032/APY_AFHIOSF_5_1_C11W9ACXX.IND5_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599032/APY_AFHIOSF_5_2_C11W9ACXX.IND5_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR599/ERR599032	TARA_B100000614	
ERR599026	SAMEA2620734	ERX556068	PRJEB1787	408172	marine metagenome	APY_AEVIOSF_r1	ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599026/ERR599026_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599026/ERR599026_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599026/APY_AEVIOSF_1_1_C11W9ACXX.IND1_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599026/APY_AEVIOSF_1_2_C11W9ACXX.IND1_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR599/ERR599026	TARA_B000000557	
ERR599027	SAMEA2621423	ERX555998	PRJEB1787	408172	marine metagenome	APY_ACMIOSF_r1	ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599027/ERR599027_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599027/ERR599027_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599027/APY_ACMIOSF_7_1_D074HACXX.IND1_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599027/APY_ACMIOSF_7_2_D074HACXX.IND1_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR599/ERR599027	TARA_B100000767	
ERR599039	SAMEA2622376	ERX556137	PRJEB1787	408172	marine metagenome	APY_ADPIOSF_r1	ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599039/ERR599039_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599039/ERR599039_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599039/APY_ADPIOSF_3_1_D1BKNACXX.IND3_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599039/APY_ADPIOSF_3_2_D1BKNACXX.IND3_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR599/ERR599039	TARA_B100001109	
ERR599030	SAMEA2623350	ERX556106	PRJEB1787	408172	marine metagenome	APY_AFRIOSF_r1	ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599030/ERR599030_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599030/ERR599030_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599030/APY_AFRIOSF_4_1_C19CPACXX.IND2_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599030/APY_AFRIOSF_4_2_C19CPACXX.IND2_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR599/ERR599030	TARA_B100001989	
